GENUS.SPECIES,DORMANCY.CLASS
Lardizabala biternata,MPD
Larix dahurica,ND
Larix decidua,ND
Larix decidua,PD
Larix griffithii,PD
Larix kaempferii,PD
Larix laricina,PD
Larix leptolepis,PD
Larix lyallii,ND
Larix lyallii,PD
Larix occidentalis,PD
Larix sukaczewii,PD
Larrea divaricata,PD
Larrea divaricata,PD
Laserpitium nitidum,MPD
Lasia spinosa,ND
Lasianthus curtisii,PD
Lasianthus hirsutus,PD
Lasianthus lowianus,PD
Lasiopetalum discolor,PD
Lasiopetalum floribundum,PY
Lasiopetalum pterocarpus,PY
Lasiopetalum rotundifolium,PY
Lasthenia glaberrima,PD
Latania loddigesii,MPD
Latania lontaroides,MPD
Lathyrus aphaca,PY
Lathyrus japonicus,PY
Lathyrus latifolius,PY
Lathyrus maritimus,PY
Lathyrus montanus,PY
Lathyrus nervosus,PY
Lathyrus nissolia,PY
Lathyrus ochroleucus,PY
Lathyrus pratensis,PY
Lathyrus pratensis,PY
Launaea arborescens,ND
Launaea cornut,PD
Laurelia novae-zelandiae,MPD
Laurelia philippiana,MPD
Laurelia sempervirens,MPD
Laureliopsis philippiana,MPD
Laurus nobilis,PD
Lavandula angustifolia,PD
Lavandula angustifolia,PD
Lavandula multifida,PD
Lavandula stoechas,PD
Lavatera arborea,PY
Lavatera arborea,PY
Lavatera cretica,PY
Lavatera oblongifolia,PY
Lavatera oblongifolia,PY
Lavigeria macrocarpa,PD
Lavoisiera cordata,ND
Lavoisiera francavillana,ND
Lawrencia spicata,PY
Lawsonia inermis,PD
Laxmannia omnifertilis,MPD
Laxmannia orientalis,MPD
Laxmannia squarrosa,MPD
Leandra consimiles,ND
Leandra dichotoma,ND
Leavenworthia crassa,PD
Leavenworthia exigua,PD
Leavenworthia stylosa,PD
Leavenworthia torulosa,PD
Leavenworthia uniflora,PD
Lebronnecia kokioides,ND
Lebronnecia kokioides,PY
Lecaniodiscus cupanioides,ND
Lechenaultia biloba,PD
Lechenaultia expansa,PD
Lechenaultia floribunda,PD
Lechenaultia heteromera,PD
Lechenaultia linarioides,PD
Lechenaultia macrantha,PD
Lechenaultia stenosepala,PD
Lechenaultia tubiflora,PD
Lecointea amazonica,ND
Lecointea amazonica,PY
Lectonichia pubescens,ND
Lecythis ampla,ND
Lecythis ampla,PD
Lecythis chartacea,PD
Lecythis lurida,PD
Lecythis pisonis,ND
Lecythis pisonis,PD
Lecythis usitata,ND
Ledum decumbens,PD
Ledum palustre,PD
Leea guineenis,ND
Leea indica,ND
Leersia oryzoides,PD
Legrandia concinna,PD
Leibinitzia nepalensis,PD
Leiocarpa brevicompta,PD
Lemaireocercus thurberic,PD
Lemaireocereus griseus,ND
Lembotropis nigricans,PY
Lemna gibba,PD
Lemna perpusilla,ND
Leonotis leonurus,ND
Leonotis nepetaefolia,PD
Leontodon hispidus,ND
Leontopodium calocephalum,PD
Leontopodium dedekensii,PD
Leontopodium leonntopodicides,PD
Leontopodium souliei,PD
Leonurus artemisia,PD
Leonurus japonicus,PD
Leonurus manshuricus,PD
Leonurus sibiricus,ND
Leonurus sibiricus,PD
Leonurus sibiricus,PD
Leopoldinia major,MPD
Lepidium apetalum,PD
Lepidium aschersonii,PD
Lepidium densiflorum,PD
Lepidium lasiocarpum,PD
Lepidium muelleri-ferdinandi,PD
Lepidium perfoliatum,PD
Lepidium perfoliatum,PD
Lepidium rotundum,PD
Lepidium ruderale,PD
Lepidium serra,ND
Lepidium serra,PD
Lepidium sisymbrioides,PD
Lepidium subulatum,PD
Lepidium virginicum,PD
Lepidobolus chaetocephalus,PD
Lepidobolus preissianus,PD
Lepidoceras kingii,MD
Lepidospartum squamatum,PD
Lepidosperma concavum,PD
Lepidosperma drummondii,PD
Lepidosperma gladiatum,PD
Lepidosperma laterale,PD
Lepidosperma longitudinale,PD
Lepidosperma tenue,PD
Lepilaena cylindrocarpa,PD
Lepironia articulata,PD
Lepisanthes rubiginosa,ND
Lepisanthes senegalensis,ND
Leptadaenia reticulata,ND
Leptadaenia reticulata,PD
Leptadenia pyrotechnica,ND
Leptadenia spartium,ND
Leptecophylla ,PD
Leptochloa chinensis,ND
Leptochloa chinensis,ND
Leptochloa filiformis,ND
Leptochloa filiformis,PD
Leptochloa filiformis,PD
Leptochloa panicea,PD
Leptochloa panicoides,PD
Leptochloa panicoides,PD
Leptocoryphium lanatum,ND
Leptomeria preissiana,MPD
Leptorhynchos baileyi,PD
Leptorhynchos linearis,PD
Leptorhynchos squamatus,PD
Leptosema aphyllum,PY
Leptosema daviesioides,PY
Leptospermum erubescens,PD
Leptospermum flavescens,ND
Leptospermum laevigatum,ND
Leptospermum myrsinoides,PD
Leptospermum oligandrum,PD
Leptospermum roei,PD
Leptospermum scoparium,ND
Leptospermum scoparium,PD
Leptospermum sericeum,PD
Leptospermum spinescens,PD
Leptospermum thompsonii,PD
Leptotherium senegalense,PD
Leptothrium senegalense,PD
Lepyrodiclis holosteoides,PD
Lespedeza bicolor,PY
Lespedeza bicolor,PY
Lespedeza capitata,PY
Lespedeza dahurica,PY
Lespedeza daurica,PY
Lespedeza davurica,PY
Lespedeza hirta,PY
Lespedeza juncea,PY
Lespedeza leptostachya,PY
Lespedeza lespedeza,PY
Lespedeza potaninii,PY
Lespedeza stuevei,PY
Lespedeza virginica,PY
Lesquerella fendleri,PD
Lesquerella fendleri,PD
Lesquerella filiformis,PD
Lesquerella gordoni,PD
Lesquerella lescurii,PD
Lesquerella lyrata,PD
Lesquerella perforata,PD
Lesquerella stonensis,PD
Leucadendron conicum,PD
Leucadendron coniferum,PD
Leucadendron daphnoides,PD
Leucadendron pubescens,PD
Leucadendron rubrum,PD
Leucadendron salignum,PD
Leucadendron sessile,PD
Leucadendron tinctum,PD
Leucaena diversifolia,PY
Leucaena esculenta,PY
Leucaena glauca,PY
Leucaena greggii,PY
Leucaena leucocephala,PY
Leucaena leucocephala,PY
Leucaena leucocephala,PY
Leucaena leucocephala,PY
Leucaena macrophylla,PY
Leucaena pulverulenta,PY
Leucaena retusa,PY
Leuchtenbergia principis,PD
Leucochrysum albicans,PD
Leucochrysum fitzgibbonnii,PD
Leucochrysum molle,PD
Leucochrysum stipitatum,PD
Leucochrysum stipitatum,PD
Leucocoryne coquimbensis,PD
Leucocoryne ixioides,PD
Leucocoryne purpurea,PD
Leucophyllum frutescens,PD
Leucopogon capitellatus,PD
Leucopogon conostephioides,PD
Leucopogon ericoides,PD
Leucopogon esquamatus,MPD
Leucopogon exolasius,MPD
Leucopogon glacialis,PD
Leucopogon melaleucoides,PD
Leucopogon muticus,PD
Leucopogon nutans,PD
Leucopogon polymorphus,PD
Leucopogon propinquus,PD
Leucopogon setiger,MPD
Leucopogon verticillatus,PD
Leucospermum cordifolium,PD
Leucospermum fulgens,PD
Leucospermum glabram,PD
Leucospermum lineare,PD
Leucospermum patersonii,PD
Leucospermum pluridens,PD
Leucospermum prostratum,PD
Leucospora multifida,PD
Lewisia cotyledon,PD
Lewisia tweedyi,PD
Leycesteria formosa,MPD
Leymus arenarius,PD
Leymus chinensis,PD
Leymus cinerus,PD
Leymus racemosus,PD
Leymus racemosus,PD
Leymus secalinus,PD
Leymus secalinus,PD
Leymus secalinus,PD
Liatris aspera,PD
Liatris cylindrica,PD
Liatris elegans,PD
Liatris ligulistylis,PD
Liatris ohlingerae,ND
Liatris punctata,PD
Liatris pycnostachya,PD
Liatris scariosa,PD
Liatris spicata,PD
Liatris squarrosa,PD
Libertia chilensis,MPD
Libertia grandiflora,MPD
Libertia ixiodes,MPD
Libocedrus decurrens,PD
Licania parvifolia,PD
Licania platypus,ND
Licania tomentosa,ND
Licaria guianensis,ND
Licaria limbosa,PD
Licaria velutina,PD
Licuala elegans,MPD
Licuala gracilis,MPD
Licuala grandis,MPD
Licuala lauterbachii,MPD
Licuala muelleri,MPD
Licuala peltata,MPD
Licuala spinosa,MPD
Ligularia fischeri,PD
Ligularia macrodonta,PD
Ligularia przewalskii,ND
Ligularia purdomii,PD
Ligularia sagitta,PD
Ligularia tussilaginea,PD
Ligularia veitchiana,PD
Ligularia virgaurea,PD
Ligusticum porteri,MPD
Ligusticum scoticum,MPD
Ligusticum thomsonii,MPD
Ligustrum japonicum,ND
Ligustrum lucidum,ND
Ligustrum obtusifolium,PD
Ligustrum spp.,PD
Ligustrum vulgare,PD
Lilium auratum,MPD
Lilium bosniacum,MPD
Lilium brownii,MPD
Lilium canadense,MPD
Lilium canadense,MPD
Lilium canadense,MPD
Lilium columbianum,MPD
Lilium dauricum,MPD
Lilium formosanum,MD
Lilium japonicum,MPD
Lilium japonicum,MPD
Lilium martagon,MPD
Lilium philadelphicum,MPD
Lilium polyphyllum,MPD
Lilium purnilum,MPD
Lilium x formologi,MPD
Limnanthes alba,PD
Limonium axillare,ND
Limonium axillare,PD
Limonium carolinianum,ND
Limonium dichotomum,PD
Limonium nashii,PD
Limonium vulgare,PD
Limosella aquatica,ND
Linaria dalmatica,PD
Linaria hirta,PD
Linaria loeselii,PD
Linaria maroccana,PD
Linaria purpurea,PD
Linaria vulgaris,PD
Linaria vulgaris,PD
Lindackeria dentata,ND
Lindackeria laurina,PD
Lindera benzoin,PD
Lindera communis,PD
Lindera megaphylla,PD
Lindera melissifolia,PD
Lindera pulcherrima,ND
Lindera umbellata,PD
Lindernia diffusa,PD
Lindheimera texana,PD
Linnaea borealis,MPD
Linociera lingelsheimiana,ND
Linospadix monostachya,MPD
Linum catharticum,PD
Linum cratericola,PD
Linum flavum,PD
Linum flavum,PD
Linum monogynum,ND
Linum perenne,PD
Linum sulcatum,PD
Lipochaeta tenuifolia,PD
Lippia filifolia,ND
Lippia rotundifolia,PD
Lippia scaberimma,ND
Lippia sidoides,ND
Lippia sidoides,PD
Liquidambar styraciflua,ND
Liquidambar styraciflua,PD
Liquidambar styraciflua,PD
Liriodendron tulipifera,MPD
Liriope muscari,MPD
Lissanthe strigosa,PD
Litchi chinensis,ND
Lithocarpus craibianus,PD
Lithocarpus cyclophorus,PD
Lithocarpus dealbatus,PD
Lithocarpus densiflorus,ND
Lithocarpus elegans,PD
Lithocarpus elegans,PD
Lithocarpus ewyckii,PD
Lithocarpus fennestratus,PD
Lithocarpus garrettianus,PD
Lithocarpus gigantophylla,ND
Lithocarpus glaber,PD
Lithocarpus gracilis,PD
Lithocarpus hancei,PD
Lithocarpus lepidocarpus,PD
Lithocarpus lindeyanus,PD
Lithocarpus lucidus,PD
Lithocarpus polystachys,PD
Lithocarpus sootepensis,PD
Lithocarpus synbalanus,PD
Lithocarpus tremulus,PD
Lithospermum arvense,PD
Lithospermum canescens,PD
Lithospermum caroliniense,PD
Lithospermum croceum,PD
Lithospermum incisum,PD
Lithraea brasiliensis,PD
Lithraea caustica,PD
Lithrea caustica,PD
Litsea acuminata,ND
Litsea castanea,PD
Litsea cubeba,PD
Litsea dilleniifolia,ND
Litsea elliptica,PD
Litsea firma,PD
Litsea glutinosa,PD
Litsea glutinosa,PD
Litsea lanuginosa,PD
Litsea maingayi,PD
Litsea pierrei,PD
Litsea rotundifolia,PD
Litsea salicifolia,PD
Litsea semecarpifolia,PD
Litsea umbellata,PD
Littorella uniflora,PD
Livistona australis,MPD
Livistona australis,MPD
Livistona benthamii,MPD
Livistona chinensis,MD
Livistona chinensis,MPD
Livistona cochinchinensis,MD
Livistona decipiens,MPD
Livistona humilis,MD
Livistona humilis,MPD
Livistona humilis,MPD
Livistona jenkensii,MPD
Livistona jenkinsiana,MPD
Livistona kingiana,MPD
Livistona muelleri,MPD
Livistona robinsoniana,MPD
Livistona rotundifolia,MPD
Livistona sericeus,ND
Livistona speciosa,MPD
Lloydia oxycarpa,MPD
Lobelia appendiculata var. gattingeri,MPD
Lobelia boninensis,ND
Lobelia cardinalis,MPD
Lobelia dortmanna,PD
Lobelia dunbariae,MPD
Lobelia gaudichaudii,MPD
Lobelia grayana,MD
Lobelia grayana,MD
Lobelia heterophylla,PD
Lobelia hypoleuca,MD
Lobelia inflata,MPD
Lobelia neumannii,MPD
Lobelia niihauensis,MPD
Lobelia oahuensis,MPD
Lobelia rhombifolia,PD
Lobelia rhynchopetalum,MD
Lobelia rhynchopetalum,ND
Lobelia siphilitica,PD
Lobelia spicata,MPD
Lobelia spicata,PD
Lobelia telekii,MD
Lobelia telekii,ND
Lobelia tenuior,PD
Lobelia yuccoides,MD
Lobularia maritima,PD
Lodoicea maldivica,MPD
Logania buxifolia,PD
Logania vaginalis,PD
Loiseleuria procumbens,PD
Lolium multiflorum,PD
Lolium persicum,PD
Lolium persicum,PD
Lolium rigidum,PD
Lolium rigidum,PD
Lomandra drummondii,MPD
Lomandra hastilis,MPD
Lomandra longifolia,MPD
Lomandra multiflora,MPD
Lomandra patens,MPD
Lomandra preissii,MPD
Lomandra purpurea,MPD
Lomandra sonderi,MPD
Lomatia ferruginea,ND
Lomatia ferruginea,PD
Lomatia hirsuta,PD
Lomatium bradshawii,MPD
Lomatium dissectum,MPD
Lomatium nudicaule,MPD
Lomatium utriculatum,MD
Lomatogonium carinthiacum,PD
Lomatogonium macranthum,PD
Lonchocarpus capassa,PY
Lonchocarpus guilleminianus,ND
Lonchocarpus hondurensis,ND
Lonchocarpus latifolia,ND
Lonchocarpus latifolius,PY
Lonchocarpus longistylis,ND
Lonchocarpus longistylus,ND
Lonchocarpus muehlbergianus,ND
Lonchocarpus nelsii,PY
Lonchocarpus rugosus,PY
Lonchocarpus velutinus,ND
Lonchocarpus velutinus,PY
Lonicera caerulea,MD
Lonicera chrysantha,MPD
Lonicera conjugialis,MPD
Lonicera ferdinandii,MPD
Lonicera fragrantissima,MPD
Lonicera hirsuta,MPD
Lonicera hispida,MPD
Lonicera interrupta,MPD
Lonicera involucrata,MPD
Lonicera japonica,MPD
Lonicera maackii,MD
Lonicera maackii,MPD
Lonicera microphylla,MPD
Lonicera morrowii,MD
Lonicera morrowii,MPD
Lonicera myrtillus,MPD
Lonicera oblongifolia,MPD
Lonicera pilosa,MPD
Lonicera rupicola,MPD
Lonicera saccata,MPD
Lonicera tatarica,MPD
Lonicera trichsantha,MPD
Lonicera webbiana,MPD
Lonochocarpus araripensis,ND
Lonochocarpus araripensis,PY
Looseneriella pauciflora,PD
Lophantera lactescens,PD
Lophapetalum wallichii,ND
Lophapetalum wallichii,PD
Lophira alata,ND
Lophira alata,PD
Lophocereus schottiic,PD
Lopholaena coriifolia,ND
Lophopetalum pachyphyllum,ND
Lophopetalum wightianum,ND
Lotononis divaricata,PY
Lotus australis,PY
Lotus corniculata,PY
Lotus creticus,PY
Lotus cruentus,PY
Lotus cruentus,PY
Lotus formosissimus,PY
Lotus grandiflorus,PY
Lotus mascaensis,PD
Lotus pinnatus,PY
Lotus purshianus,PY
Lotus salsuginosus,PY
Lotus scoparius,PY
Lotus strigosus,PY
Lotus subbflorus,PY
Lotus uliginosus,PY
Lotus uliginosus,PY
Loudonia aurea,PD
Loudonia roei,PD
Lovoa klaineana,ND
Lovoa trichilioides,ND
Loxocarpus incana,ND
Loxocarya cinerea,PD
Loxocarya magna,PD
Loxocarya striatus,PD
Loxopterygium guasango,ND
Lucum multiflora,PD
Ludwigia alternifolia,PD
Ludwigia decurrens,PD
Ludwigia leptocarpa,ND
Luehea candicans,ND
Luehea candicans,PY
Luehea grandiflora,ND
Luehea paniculata,ND
Luehea paniculata,PY
Luehea seemannii,PY
Luehea seemannii,PY
Luehea speciosa,PY
Lueheopsis rosea,ND
Luetzelburgia auriculata,PY
Luma apiculata,PD
Luma chenquen,PD
Lumnitzera racemosa,PD
Lundia cordata,ND
Lundia cordata,PD
Lupinus albifrons,PY
Lupinus albus,PY
Lupinus angustifolius,PY
Lupinus arboreus,PY
Lupinus argenteus,PYPD
Lupinus bicolor,PY
Lupinus concinnus,PY
Lupinus diffusus,PY
Lupinus elegans,PY
Lupinus elegans,PY
Lupinus harvardii,PY
Lupinus havardii,PY
Lupinus hirsutissimus,PY
Lupinus hispanicus,PY
Lupinus littoralis,PY
Lupinus luteus,PY
Lupinus maritimus,PY
Lupinus micranthus,PY
Lupinus nanus,PY
Lupinus perennis,PY
Lupinus plattensis,PY
Lupinus polyphyllus,PY
Lupinus stiversii,PY
Lupinus subcarnosus,PY
Lupinus succulentus,PY
Lupinus sulphureus,PYPD
Lupinus texensis,PY
Lupinus truncatus,PY
Luzula campestris,PD
Luzula hawaiiensis,PD
Luzula pilosa,ND
Luzula plumosa,PD
Luzula sylvatica,ND
Luzula sylvaticum,ND
Luzuriaga polyphylla,MPD
Luzuriaga radicans,MPD
Lychnis alba,PD
Lycianthes maxonii,ND
Lycium andersonii,PD
Lycium barbarum,PD
Lycium barbarum,PD
Lycium brevipes,PD
Lycium chilense,PD
Lycium chinense,PD
Lycium cooperi,PD
Lycium ruthenicum,PD
Lycium sandwicense,ND
Lycium sandwicense,PD
Lycopsis orientalis,PD
Lycopus americanus,PD
Lycopus europaeus,PD
Lycoris sanguinea,MPD
Lygeum spartum,ND
Lyginia imberbis,PD
Lyonia ovalifolia,PD
Lyonothamnus floribundus,PD
Lysiloma divaricata,ND
Lysiloma latisiliquum,PY
Lysimachia barystachys,PD
Lysimachia ephemerum,PD
Lysimachia minoricensis,PD
Lysimachia quadriflora,PD
Lysimachia remyi,ND
Lysimachia ruhmeriana,PD
Lysimachia vulgaris,PD
Lysinema ciliatum,PD
Lysiphyllum cunninghamii,PY
Lythrum flexuosum,PD
Lythrum maritimum,PD
Lythrum salicaria,ND
Lythrum salicaria,PD
Maba soubreana,PD
Mabea occidentalis,ND
Mabea occidentalis,ND
Mabea paniculata,PD
Macaranga barteri,ND
Macaranga denticulata,PD
Macaranga kilimandschanca,PD
Macaranga kurzii,PD
Macaranga peltata,PD
Macaranga pustulata,PD
Macaranga tanarius,PD
Macaranga tanarius,PD
Macaranga tanarius,PD
Macaranga triloba,ND
Macarthuria keigheryi,PD
Macbridea alba,ND
Macgregoria racemigera,PD
Machaeranthera gracilis,ND
Machaerina angustifolia,ND
Machaerina angustifolia,PD
Machaerina mariscoides,PD
Machaerina scirpoidea,PD
Machaerium acutifolium,ND
Machaerium acutifolium,PY
Machaerium brasiliense,ND
Machaerium brasiliense,PY
Machaerium inundatum,ND
Machaerium inundatum,ND
Machaerium inundatum,PY
Machaerium lanceolatum,ND
Machaerium lanceolatum,PY
Machaerium microphyllum,ND
Machaerium microphyllum,PY
Machaerium opacum,PY
Machaerium paraguariense,ND
Machaerium paraguariense,PY
Machaerium quinata,ND
Machaerium quinata,PY
Machaerium scleroxylon,ND
Machaerium scleroxylon,PY
Machaerium stipitatum,ND
Machaerium stipitatum,PY
Machaerium tipu,ND
Machaerium vestitum,ND
Machaerium vestitum,PY
Machaerium villosum,ND
Machaerium villosum,PY
Machilus champaca,ND
Machilus chekiangensis,PD
Machilus chinensis,PD
Machilus compressa,PD
Machilus edulis,PD
Machilus globosa,PD
Machilus japonica,ND
Machilus japonica,ND
Machilus kusanoi,ND
Machilus kwangtungensis,PD
Machilus mushaensis,ND
Machilus odoratissima,ND
Machilus odoratissima,ND
Machilus odoratissimus,ND
Machilus philippinensis,ND
Machilus thunbergii,ND
Machilus zuihoensis,ND
Macleaya microcarpa,MPD
Maclura pomifera,PD
Maclura tinctoria,ND
Macoubea guianensis,ND
Macrolobium acaciifolium,ND
Macrolobium acaciifolium,PY
Macrolobium bifolium,ND
Macrolobium multijugum,ND
Macrolobium multijugum,PY
Macromeria viridiflora,PD
Macropanax concinnus,MD
Macropanax dispermus,MPD
Macropanax undulatus,MPD
Macropidia fuliginosa,MPD
Macropiper excelsum,ND
Macroptilium atropurpureum,ND
Macroptilium atropurpureum,PY
Macrosiphonia macroshypon,PD
Macrozamia riedlei,MPD
Madhuca butyracea,ND
Madhuca butyracea,ND
Madhuca floribunda,ND
Madhuca indica,ND
Madhuca latifolia,ND
Madhuca malaccensis,ND
Madhuca utilis,ND
Madia elegans,PD
Madia sativa,PD
Maesa lanceolata,PD
Maesa perlarius,PD
Maesa ramentacea,ND
Maesa ramentacea,PD
Maesopsis eminii,PYPD
Maesopsis eminii,PYPD
Magnolia acuminata,MPD
Magnolia campbelli,MPD
Magnolia campbelli,MPD
Magnolia cylindrica,MPD
Magnolia dawsoniana,MPD
Magnolia dealbata,MPD
Magnolia globosa,MPD
Magnolia grandiflora,MPD
Magnolia ingrata,MPD
Magnolia kobus,MPD
Magnolia macrophylla,MPD
Magnolia portoricensis,MD
Magnolia portoricensis,MPD
Magnolia scheidiana,MPD
Magnolia splendens,MD
Magnolia sprengeri,MPD
Magnolia tripetala,MPD
Magnolia virginiana,MPD
Magnolia wilsonii,MPD
Magonia pubescens,ND
Mahonia amplectens,PD
Mahonia aquifolium,PD
Mahonia fremontii,PD
Mahonia haematocarpa,PD
Mahonia higginsae,PD
Mahonia nervosa,PD
Mahonia nevinii,PD
Mahonia oiwakensis,ND
Mahonia pinnata,PD
Mahonia repens,PD
Maianthemum biflorum,MPD
Maianthemum bifolium,MPD
Maianthemum canadense,MPD
Maingaya malayana,ND
Maireana carnosa,PD
Maireana scleroptera,PD
Majidea fosteri,ND
Malachothamnus fasciculatus,PY
Malachra alceifolia,PY
Malcolmia africana,PD
Malephora latipetala,PD
Mallotus apelta,PD
Mallotus griffithianus,PD
Mallotus japonicus,PD
Mallotus khasianus,PD
Mallotus leucodermis,ND
Mallotus paniculatus,ND
Mallotus paniculatus,ND
Mallotus paniculatus,PD
Mallotus paniculatus,PD
Mallotus philippinensis,PD
Mallotus philippinensis,PD
Malmea depressa,MD
Malosoma laurina,PY
Malouetia cestroides,ND
Malpighia glabra,PD
Malus baccata,PD
Malus coronaria,PD
Malus floribunda,PD
Malus fusca,PD
Malus ioensis,PD
Malus kansuensis,PD
Malus mandschurica,PD
Malus sargentii,PD
Malus silvestris,PD
Malus sylvestris,PD
Malus transitoria,PD
Malus trilobata,PD
Malva parviflora,PY
Malva parviflora,PY
Malva parviflora,PY
Malva rotundifolia,PY
Malva sinensis,PY
Malva verticillata,PY
Malvastrum americanum,PY
Malvastrum coromandelianum,PY
Malvastrum coromandelianum,PY
Mammea africana,PD
Mammea americana,ND
Mammea americana,PD
Mammea siamensis,ND
Mammillaria amoena,PD
Mammillaria aureilanata,PD
Mammillaria aurihamata,PD
Mammillaria backebergiana,ND
Mammillaria backebergiana,PD
Mammillaria bocasana,ND
Mammillaria bocasana,PD
Mammillaria bombycina,PD
Mammillaria celsiana,ND
Mammillaria chionochephala,PD
Mammillaria conspicua,ND
Mammillaria crassior,PD
Mammillaria durispina,PD
Mammillaria elegans,PD
Mammillaria fuauxiana,PD
Mammillaria gaumeri,ND
Mammillaria haageana,PD
Mammillaria hamata,PD
Mammillaria hernandezii,ND
Mammillaria hidalgensis,ND
Mammillaria huitzilopochtli,ND
Mammillaria ingens,PD
Mammillaria karwinskiana,ND
Mammillaria karwinskiana,PD
Mammillaria kraehenbuehlii,PD
Mammillaria latispinus,PD
Mammillaria longimamma,ND
Mammillaria longimamma,PD
Mammillaria magnifica,PD
Mammillaria magnimamma,ND
Mammillaria mammillaris,PD
Mammillaria mystax,ND
Mammillaria oteroi,ND
Mammillaria pectinifera,PD
Mammillaria plumosa,PD
Mammillaria potosina,PD
Mammillaria robustus,PD
Mammillaria solisoides,PD
Mammillaria sphacelata,PD
Mammillaria winteriae,ND
Mammilloydia candida,PD
Manfreda brachystachya,ND
Manfreda virginica,PD
Mangifera caesia,PD
Mangifera caloneura,PD
Mangifera foetida,ND
Mangifera gracilipes,ND
Mangifera griffithii,ND
Mangifera indica,ND
Mangifera odorata,ND
Mangifera odorata,PD
Mangifera persiciformis,ND
Mangifera quadrifida,ND
Mangifera quadrifida,PD
Mangifera sylvatica,ND
