"SITE","PLOT","BIOMASS","TREATMENT","PACKET","TYPE","SPECIES","ID","FINAL.STATUS","FINAL.STATUS.NA","FINAL.STATUS.NO.NA"
"OS","4","Low biomass","Open","Bank
proximal","Physical dormancy","GLMA4",3,0,NA,0
"OS","4","Low biomass","Open","Bank
proximal","Physical dormancy","GLMA4",4,0,NA,0
"OS","4","Low biomass","Open","Bank
proximal","Physical dormancy","GLMA4",5,0,NA,0
"OS","4","Low biomass","Open","Bank
proximal","Physiological dormancy","CAAN4",1,0,0,0
"OS","4","Low biomass","Open","Bank
proximal","Physiological dormancy","CAAN4",2,0,0,0
"OS","4","Low biomass","Open","Bank
proximal","Physiological dormancy","CAAN4",3,0,0,0
"OS","4","Low biomass","Open","Bank
proximal","Physiological dormancy","CAAN4",4,0,0,0
"OS","4","Low biomass","Open","Bank
proximal","Physiological dormancy","CAAN4",5,0,0,0
"OS","4","Low biomass","Open","Bank
proximal","No dormancy","PISA6",1,0,NA,0
"OS","4","Low biomass","Open","Bank
proximal","No dormancy","PISA6",2,0,NA,0
"OS","4","Low biomass","Open","Bank
proximal","No dormancy","PISA6",3,0,NA,0
"OS","4","Low biomass","Open","Bank
proximal","No dormancy","PISA6",4,0,NA,0
"OS","4","Low biomass","Open","Bank
proximal","No dormancy","PISA6",5,0,NA,0
"OS","4","Low biomass","Open","Bank
adjacent","Physical dormancy","GLMA4",1,1,1,1
"OS","4","Low biomass","Open","Bank
adjacent","Physical dormancy","GLMA4",2,1,1,1
"OS","4","Low biomass","Open","Bank
adjacent","Physical dormancy","GLMA4",3,1,1,1
"OS","4","Low biomass","Open","Bank
adjacent","Physical dormancy","GLMA4",4,1,1,1
"OS","4","Low biomass","Open","Bank
adjacent","Physical dormancy","GLMA4",5,0,NA,0
"OS","4","Low biomass","Open","Bank
adjacent","Physiological dormancy","CAAN4",1,1,1,1
"OS","4","Low biomass","Open","Bank
adjacent","Physiological dormancy","CAAN4",2,1,1,1
"OS","4","Low biomass","Open","Bank
adjacent","Physiological dormancy","CAAN4",3,0,0,0
"OS","4","Low biomass","Open","Bank
adjacent","Physiological dormancy","CAAN4",4,0,0,0
"OS","4","Low biomass","Open","Bank
adjacent","Physiological dormancy","CAAN4",5,0,NA,0
"OS","4","Low biomass","Open","Bank
adjacent","No dormancy","PISA6",1,1,1,1
"OS","4","Low biomass","Open","Bank
adjacent","No dormancy","PISA6",2,1,1,1
"OS","4","Low biomass","Open","Bank
adjacent","No dormancy","PISA6",3,1,1,1
"OS","4","Low biomass","Open","Bank
adjacent","No dormancy","PISA6",4,1,1,1
"OS","4","Low biomass","Open","Bank
adjacent","No dormancy","PISA6",5,0,NA,0
"OS","4","Low biomass","Open","Rain
adjacent","Physical dormancy","GLMA4",1,1,1,1
"OS","4","Low biomass","Open","Rain
adjacent","Physical dormancy","GLMA4",2,1,1,1
"OS","4","Low biomass","Open","Rain
adjacent","Physical dormancy","GLMA4",3,1,1,1
"OS","4","Low biomass","Open","Rain
adjacent","Physical dormancy","GLMA4",4,0,0,0
"OS","4","Low biomass","Open","Rain
adjacent","Physical dormancy","GLMA4",5,0,0,0
"OS","4","Low biomass","Open","Rain
adjacent","Physiological dormancy","CAAN4",1,1,1,1
"OS","4","Low biomass","Open","Rain
adjacent","Physiological dormancy","CAAN4",2,1,1,1
"OS","4","Low biomass","Open","Rain
adjacent","Physiological dormancy","CAAN4",3,0,NA,0
"OS","4","Low biomass","Open","Rain
adjacent","Physiological dormancy","CAAN4",4,0,NA,0
"OS","4","Low biomass","Open","Rain
adjacent","Physiological dormancy","CAAN4",5,0,NA,0
"OS","4","Low biomass","Open","Rain
adjacent","No dormancy","PISA6",1,1,1,1
"OS","4","Low biomass","Open","Rain
adjacent","No dormancy","PISA6",2,1,1,1
"OS","4","Low biomass","Open","Rain
adjacent","No dormancy","PISA6",3,1,1,1
"OS","4","Low biomass","Open","Rain
adjacent","No dormancy","PISA6",4,1,1,1
"OS","4","Low biomass","Open","Rain
adjacent","No dormancy","PISA6",5,0,NA,0
"OS","4","Low biomass","Open","Rain
proximal","Physical dormancy","GLMA4",1,0,0,0
"OS","4","Low biomass","Open","Rain
proximal","Physical dormancy","GLMA4",2,0,0,0
"OS","4","Low biomass","Open","Rain
proximal","Physical dormancy","GLMA4",3,0,0,0
"OS","4","Low biomass","Open","Rain
proximal","Physical dormancy","GLMA4",4,0,0,0
"OS","4","Low biomass","Open","Rain
proximal","Physical dormancy","GLMA4",5,0,0,0
"OS","4","Low biomass","Open","Rain
proximal","Physiological dormancy","CAAN4",1,0,0,0
"OS","4","Low biomass","Open","Rain
proximal","Physiological dormancy","CAAN4",2,0,0,0
"OS","4","Low biomass","Open","Rain
proximal","Physiological dormancy","CAAN4",3,0,0,0
"OS","4","Low biomass","Open","Rain
proximal","Physiological dormancy","CAAN4",4,0,0,0
"OS","4","Low biomass","Open","Rain
proximal","Physiological dormancy","CAAN4",5,0,NA,0
"OS","4","Low biomass","Open","Rain
proximal","No dormancy","PISA6",1,0,0,0
"OS","4","Low biomass","Open","Rain
proximal","No dormancy","PISA6",2,0,0,0
"OS","4","Low biomass","Open","Rain
proximal","No dormancy","PISA6",3,0,0,0
"OS","4","Low biomass","Open","Rain
proximal","No dormancy","PISA6",4,0,0,0
"OS","4","Low biomass","Open","Rain
proximal","No dormancy","PISA6",5,0,0,0
"OS","5","High biomass","Open","Bank
proximal","Physical dormancy","GLMA4",1,0,0,0
"OS","5","High biomass","Open","Bank
proximal","Physical dormancy","GLMA4",2,0,0,0
"OS","5","High biomass","Open","Bank
proximal","Physical dormancy","GLMA4",3,0,NA,0
"OS","5","High biomass","Open","Bank
proximal","Physical dormancy","GLMA4",4,0,NA,0
"OS","5","High biomass","Open","Bank
proximal","Physical dormancy","GLMA4",5,0,NA,0
"OS","5","High biomass","Open","Bank
proximal","Physiological dormancy","CAAN4",1,0,0,0
"OS","5","High biomass","Open","Bank
proximal","Physiological dormancy","CAAN4",2,0,0,0
"OS","5","High biomass","Open","Bank
proximal","Physiological dormancy","CAAN4",3,0,0,0
"OS","5","High biomass","Open","Bank
proximal","Physiological dormancy","CAAN4",4,0,0,0
"OS","5","High biomass","Open","Bank
proximal","Physiological dormancy","CAAN4",5,0,0,0
"OS","5","High biomass","Open","Bank
proximal","No dormancy","PISA6",1,0,0,0
"OS","5","High biomass","Open","Bank
proximal","No dormancy","PISA6",2,0,0,0
"OS","5","High biomass","Open","Bank
proximal","No dormancy","PISA6",3,0,0,0
"OS","5","High biomass","Open","Bank
proximal","No dormancy","PISA6",4,0,NA,0
"OS","5","High biomass","Open","Bank
proximal","No dormancy","PISA6",5,0,NA,0
"OS","5","High biomass","Open","Bank
adjacent","Physical dormancy","GLMA4",1,1,1,1
"OS","5","High biomass","Open","Bank
adjacent","Physical dormancy","GLMA4",2,1,1,1
"OS","5","High biomass","Open","Bank
adjacent","Physical dormancy","GLMA4",3,1,1,1
"OS","5","High biomass","Open","Bank
adjacent","Physical dormancy","GLMA4",4,1,1,1
"OS","5","High biomass","Open","Bank
adjacent","Physical dormancy","GLMA4",5,1,1,1
"OS","5","High biomass","Open","Bank
adjacent","Physiological dormancy","CAAN4",1,0,0,0
"OS","5","High biomass","Open","Bank
adjacent","Physiological dormancy","CAAN4",2,0,0,0
"OS","5","High biomass","Open","Bank
adjacent","Physiological dormancy","CAAN4",3,0,0,0
"OS","5","High biomass","Open","Bank
adjacent","Physiological dormancy","CAAN4",4,0,NA,0
"OS","5","High biomass","Open","Bank
adjacent","Physiological dormancy","CAAN4",5,0,NA,0
"OS","5","High biomass","Open","Bank
adjacent","No dormancy","PISA6",1,1,1,1
"OS","5","High biomass","Open","Bank
adjacent","No dormancy","PISA6",2,1,1,1
"OS","5","High biomass","Open","Bank
adjacent","No dormancy","PISA6",3,1,1,1
"OS","5","High biomass","Open","Bank
adjacent","No dormancy","PISA6",4,0,NA,0
"OS","5","High biomass","Open","Bank
adjacent","No dormancy","PISA6",5,0,NA,0
"OS","5","High biomass","Open","Rain
adjacent","Physical dormancy","GLMA4",1,0,0,0
"OS","5","High biomass","Open","Rain
adjacent","Physical dormancy","GLMA4",2,0,0,0
"OS","5","High biomass","Open","Rain
adjacent","Physical dormancy","GLMA4",3,0,0,0
"OS","5","High biomass","Open","Rain
adjacent","Physical dormancy","GLMA4",4,0,0,0
"OS","5","High biomass","Open","Rain
adjacent","Physical dormancy","GLMA4",5,0,0,0
"OS","5","High biomass","Open","Rain
adjacent","Physiological dormancy","CAAN4",1,1,1,1
"OS","5","High biomass","Open","Rain
adjacent","Physiological dormancy","CAAN4",2,1,1,1
"OS","5","High biomass","Open","Rain
adjacent","Physiological dormancy","CAAN4",3,1,1,1
"OS","5","High biomass","Open","Rain
adjacent","Physiological dormancy","CAAN4",4,1,1,1
"OS","5","High biomass","Open","Rain
adjacent","Physiological dormancy","CAAN4",5,0,0,0
"OS","5","High biomass","Open","Rain
adjacent","No dormancy","PISA6",1,0,0,0
"OS","5","High biomass","Open","Rain
adjacent","No dormancy","PISA6",2,0,0,0
"OS","5","High biomass","Open","Rain
adjacent","No dormancy","PISA6",3,0,0,0
"OS","5","High biomass","Open","Rain
adjacent","No dormancy","PISA6",4,0,0,0
"OS","5","High biomass","Open","Rain
adjacent","No dormancy","PISA6",5,0,0,0
"OS","5","High biomass","Open","Rain
proximal","Physical dormancy","GLMA4",1,0,0,0
"OS","5","High biomass","Open","Rain
proximal","Physical dormancy","GLMA4",2,0,0,0
"OS","5","High biomass","Open","Rain
proximal","Physical dormancy","GLMA4",3,0,0,0
"OS","5","High biomass","Open","Rain
proximal","Physical dormancy","GLMA4",4,0,0,0
"OS","5","High biomass","Open","Rain
proximal","Physical dormancy","GLMA4",5,0,0,0
"OS","5","High biomass","Open","Rain
proximal","Physiological dormancy","CAAN4",1,0,0,0
"OS","5","High biomass","Open","Rain
proximal","Physiological dormancy","CAAN4",2,0,0,0
"OS","5","High biomass","Open","Rain
proximal","Physiological dormancy","CAAN4",3,0,0,0
"OS","5","High biomass","Open","Rain
proximal","Physiological dormancy","CAAN4",4,0,0,0
"OS","5","High biomass","Open","Rain
proximal","Physiological dormancy","CAAN4",5,0,NA,0
"OS","5","High biomass","Open","Rain
proximal","No dormancy","PISA6",1,0,0,0
"OS","5","High biomass","Open","Rain
proximal","No dormancy","PISA6",2,0,0,0
"OS","5","High biomass","Open","Rain
proximal","No dormancy","PISA6",3,0,0,0
"OS","5","High biomass","Open","Rain
proximal","No dormancy","PISA6",4,0,0,0
"OS","5","High biomass","Open","Rain
proximal","No dormancy","PISA6",5,0,0,0
"OS","6","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","GLMA4",1,0,NA,0
"OS","6","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","GLMA4",2,0,NA,0
"OS","6","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","GLMA4",3,0,NA,0
"OS","6","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","GLMA4",4,0,NA,0
"OS","6","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","GLMA4",5,0,NA,0
"OS","6","High biomass","Herbivore exclusion","Bank
proximal","Physiological dormancy","CAAN4",1,0,0,0
"OS","6","High biomass","Herbivore exclusion","Bank
proximal","Physiological dormancy","CAAN4",2,0,0,0
"OS","6","High biomass","Herbivore exclusion","Bank
proximal","Physiological dormancy","CAAN4",3,0,0,0
"OS","6","High biomass","Herbivore exclusion","Bank
proximal","Physiological dormancy","CAAN4",4,0,0,0
"OS","6","High biomass","Herbivore exclusion","Bank
proximal","Physiological dormancy","CAAN4",5,0,0,0
"OS","6","High biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISA6",1,0,NA,0
"OS","6","High biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISA6",2,0,NA,0
"OS","6","High biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISA6",3,0,NA,0
"OS","6","High biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISA6",4,0,NA,0
"OS","6","High biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISA6",5,0,NA,0
"OS","6","High biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","GLMA4",1,1,1,1
"OS","6","High biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","GLMA4",2,1,1,1
"OS","6","High biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","GLMA4",3,1,1,1
"OS","6","High biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","GLMA4",4,1,1,1
"OS","6","High biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","GLMA4",5,0,NA,0
"OS","6","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","CAAN4",1,1,1,1
"OS","6","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","CAAN4",2,0,0,0
"OS","6","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","CAAN4",3,0,0,0
"OS","6","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","CAAN4",4,0,NA,0
"OS","6","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","CAAN4",5,0,NA,0
"OS","6","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISA6",1,1,1,1
"OS","6","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISA6",2,1,1,1
"OS","6","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISA6",3,1,1,1
"OS","6","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISA6",4,1,1,1
"OS","6","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISA6",5,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","GLMA4",1,1,1,1
"OS","6","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","GLMA4",2,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","GLMA4",3,1,1,1
"OS","6","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","GLMA4",4,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","GLMA4",5,0,NA,0
"OS","6","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","CAAN4",1,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","CAAN4",2,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","CAAN4",3,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","CAAN4",4,0,NA,0
"OS","6","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","CAAN4",5,0,NA,0
"OS","6","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISA6",1,1,1,1
"OS","6","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISA6",2,1,1,1
"OS","6","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISA6",3,1,1,1
"OS","6","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISA6",4,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISA6",5,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","GLMA4",1,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","GLMA4",2,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","GLMA4",3,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","GLMA4",4,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","GLMA4",5,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","CAAN4",1,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","CAAN4",2,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","CAAN4",3,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","CAAN4",4,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","CAAN4",5,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISA6",1,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISA6",2,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISA6",3,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISA6",4,0,0,0
"OS","6","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISA6",5,0,0,0
"OS","REF","No carrion","Reference","Rain","Physical dormancy","GLMA4",1,0,0,0
"OS","REF","No carrion","Reference","Rain","Physical dormancy","GLMA4",2,0,0,0
"OS","REF","No carrion","Reference","Rain","Physical dormancy","GLMA4",3,0,0,0
"OS","REF","No carrion","Reference","Rain","Physical dormancy","GLMA4",4,0,0,0
"OS","REF","No carrion","Reference","Rain","Physical dormancy","GLMA4",5,0,NA,0
"OS","REF","No carrion","Reference","Rain","Physiological dormancy","CAAN4",1,1,1,1
"OS","REF","No carrion","Reference","Rain","Physiological dormancy","CAAN4",2,1,1,1
"OS","REF","No carrion","Reference","Rain","Physiological dormancy","CAAN4",3,1,1,1
"OS","REF","No carrion","Reference","Rain","Physiological dormancy","CAAN4",4,1,1,1
"OS","REF","No carrion","Reference","Rain","Physiological dormancy","CAAN4",5,0,0,0
"OS","REF","No carrion","Reference","Rain","No dormancy","PISA6",1,1,1,1
"OS","REF","No carrion","Reference","Rain","No dormancy","PISA6",2,1,1,1
"OS","REF","No carrion","Reference","Rain","No dormancy","PISA6",3,1,1,1
"OS","REF","No carrion","Reference","Rain","No dormancy","PISA6",4,1,1,1
"OS","REF","No carrion","Reference","Rain","No dormancy","PISA6",5,1,1,1
"OS","REF","No carrion","Reference","Bank","Physical dormancy","GLMA4",1,1,1,1
"OS","REF","No carrion","Reference","Bank","Physical dormancy","GLMA4",2,1,1,1
"OS","REF","No carrion","Reference","Bank","Physical dormancy","GLMA4",3,1,1,1
"OS","REF","No carrion","Reference","Bank","Physical dormancy","GLMA4",4,0,0,0
"OS","REF","No carrion","Reference","Bank","Physical dormancy","GLMA4",5,0,NA,0
"OS","REF","No carrion","Reference","Bank","Physiological dormancy","CAAN4",1,1,1,1
"OS","REF","No carrion","Reference","Bank","Physiological dormancy","CAAN4",2,0,0,0
"OS","REF","No carrion","Reference","Bank","Physiological dormancy","CAAN4",3,0,0,0
"OS","REF","No carrion","Reference","Bank","Physiological dormancy","CAAN4",4,0,0,0
"OS","REF","No carrion","Reference","Bank","Physiological dormancy","CAAN4",5,0,0,0
"OS","REF","No carrion","Reference","Bank","No dormancy","PISA6",1,1,1,1
"OS","REF","No carrion","Reference","Bank","No dormancy","PISA6",2,1,1,1
"OS","REF","No carrion","Reference","Bank","No dormancy","PISA6",3,1,1,1
"OS","REF","No carrion","Reference","Bank","No dormancy","PISA6",4,1,1,1
"OS","REF","No carrion","Reference","Bank","No dormancy","PISA6",5,0,0,0
"GG","1","Low biomass","Open","Bank
proximal","Physical dormancy","BIOR",1,1,1,1
"GG","1","Low biomass","Open","Bank
proximal","Physical dormancy","BIOR",2,0,0,0
"GG","1","Low biomass","Open","Bank
proximal","Physical dormancy","BIOR",3,0,0,0
"GG","1","Low biomass","Open","Bank
proximal","Physical dormancy","BIOR",4,0,0,0
"GG","1","Low biomass","Open","Bank
proximal","Physical dormancy","BIOR",5,0,0,0
"GG","1","Low biomass","Open","Bank
proximal","Physical dormancy","BIOR",6,0,0,0
"GG","1","Low biomass","Open","Bank
proximal","Physical dormancy","BIOR",7,0,0,0
"GG","1","Low biomass","Open","Bank
proximal","Physical dormancy","BIOR",8,0,0,0
"GG","1","Low biomass","Open","Bank
proximal","Physical dormancy","BIOR",9,0,0,0
"GG","1","Low biomass","Open","Bank
proximal","Physical dormancy","BIOR",10,0,0,0
"GG","1","Low biomass","Open","Bank
proximal","Physiological dormancy","HOVU",1,0,0,0
"GG","1","Low biomass","Open","Bank
proximal","Physiological dormancy","HOVU",2,0,0,0
"GG","1","Low biomass","Open","Bank
proximal","Physiological dormancy","HOVU",3,0,0,0
