"DATE","SITE","TREATMENT","TRAP","Genus.species","DormancyClass","Dispersal","Seeds"
"5/6/19","DF","CONTROL","A","Unknown hard seed","PY",NA,0
"5/6/19","WP","MME","B","Unknown hard seed","PY",NA,0
"5/6/19","WP","CONTROL","B","Unknown hard seed","PY",NA,0
"5/6/19","DF","MME","A","Unknown hard seed","PY",NA,0
"7/21/19","GG","MME","A","Unknown hard seed","PY",NA,0
"10/21/19","WP","CONTROL","A","Unknown hard seed","PY",NA,0
"7/21/19","GG","MME","B","Unknown hard seed","PY",NA,0
"7/21/19","GG","CONTROL","A","Unknown hard seed","PY",NA,0
"7/21/19","WP","MME","A","Unknown hard seed","PY",NA,0
"7/21/19","OS","MME","A","Unknown hard seed","PY",NA,0
"10/21/19","WP","CONTROL","A","Ambrosia psilostachya","PD","Dyszoochory",0
"6/1/19","WP","CONTROL","B","Ambrosia psilostachya","PD","Dyszoochory",0
"7/21/19","GG","MME","B","Ambrosia psilostachya","PD","Dyszoochory",0
"5/6/19","WP","CONTROL","A","Ambrosia psilostachya","PD","Dyszoochory",0
"5/6/19","GG","MME","A","Ambrosia psilostachya","PD","Dyszoochory",0
"6/1/19","DF","CONTROL","B","Ambrosia psilostachya","PD","Dyszoochory",0
"6/1/19","GG","CONTROL","B","Ambrosia psilostachya","PD","Dyszoochory",0
"10/21/19","DF","MME","A","Ambrosia psilostachya","PD","Dyszoochory",0
"7/21/19","OS","CONTROL","A","Ambrosia psilostachya","PD","Dyszoochory",0
"10/21/19","WP","CONTROL","B","Ambrosia psilostachya","PD","Dyszoochory",0
"7/21/19","OS","CONTROL","B","Ambrosia psilostachya","PD","Dyszoochory",0
"7/21/19","GG","CONTROL","A","Ambrosia psilostachya","PD","Dyszoochory",0
"10/21/19","DF","CONTROL","B","Ambrosia psilostachya","PD","Dyszoochory",0
"10/21/19","WP","MME","A","Ambrosia psilostachya","PD","Dyszoochory",0
"6/1/19","WP","MME","A","Ambrosia psilostachya","PD","Dyszoochory",0
"7/21/19","GG","MME","A","Ambrosia psilostachya","PD","Dyszoochory",0
"7/21/19","OS","MME","B","Ambrosia psilostachya","PD","Dyszoochory",0
"5/6/19","GG","CONTROL","B","Ambrosia psilostachya","PD","Dyszoochory",0
"10/21/19","DF","CONTROL","A","Ambrosia psilostachya","PD","Dyszoochory",0
"10/21/19","WP","MME","B","Ambrosia psilostachya","PD","Dyszoochory",0
"10/21/19","GG","MME","B","Ambrosia psilostachya","PD","Dyszoochory",0
"6/1/19","OS","CONTROL","B","Ambrosia psilostachya","PD","Dyszoochory",0
"6/1/19","DF","MME","A","Ambrosia psilostachya","PD","Dyszoochory",0
"10/21/19","OS","CONTROL","B","Ambrosia psilostachya","PD","Dyszoochory",1
"6/1/19","GG","MME","B","Ambrosia psilostachya","PD","Dyszoochory",1
"5/6/19","WP","CONTROL","B","Ambrosia psilostachya","PD","Dyszoochory",0
"6/1/19","WP","CONTROL","A","Ambrosia psilostachya","PD","Dyszoochory",0
"10/21/19","DF","MME","B","Ambrosia psilostachya","PD","Dyszoochory",0
"7/21/19","WP","CONTROL","B","Ambrosia psilostachya","PD","Dyszoochory",0
"10/21/19","GG","MME","A","Ambrosia psilostachya","PD","Dyszoochory",0
"7/21/19","WP","MME","A","Ambrosia psilostachya","PD","Dyszoochory",0
"5/6/19","OS","MME","B","Ambrosia psilostachya","PD","Dyszoochory",0
"6/1/19","GG","MME","A","Ambrosia psilostachya","PD","Dyszoochory",0
"6/1/19","WP","MME","B","Ambrosia psilostachya","PD","Dyszoochory",0
"5/6/19","DF","CONTROL","A","Ambrosia psilostachya","PD","Dyszoochory",0
"5/6/19","WP","MME","B","Ambrosia psilostachya","PD","Dyszoochory",0
"7/21/19","OS","MME","A","Ambrosia psilostachya","PD","Dyszoochory",0
"5/6/19","DF","CONTROL","B","Ambrosia psilostachya","PD","Dyszoochory",0
"5/6/19","OS","CONTROL","A","Ambrosia psilostachya","PD","Dyszoochory",0
"5/6/19","WP","MME","A","Ambrosia psilostachya","PD","Dyszoochory",0
"5/6/19","DF","MME","A","Ambrosia psilostachya","PD","Dyszoochory",0
"6/1/19","DF","MME","B","Ambrosia psilostachya","PD","Dyszoochory",0
"10/21/19","OS","MME","B","Ambrosia psilostachya","PD","Dyszoochory",0
"5/6/19","GG","MME","B","Ambrosia psilostachya","PD","Dyszoochory",0
"7/21/19","WP","MME","B","Ambrosia psilostachya","PD","Dyszoochory",0
"5/6/19","OS","MME","A","Ambrosia psilostachya","PD","Dyszoochory",0
"10/21/19","OS","CONTROL","A","Ambrosia psilostachya","PD","Dyszoochory",0
"7/21/19","WP","CONTROL","A","Ambrosia psilostachya","PD","Dyszoochory",0
"6/1/19","OS","CONTROL","A","Ambrosia psilostachya","PD","Dyszoochory",0
"5/6/19","OS","CONTROL","B","Ambrosia psilostachya","PD","Dyszoochory",0
"7/21/19","DF","CONTROL","B","Ambrosia psilostachya","PD","Dyszoochory",0
"6/1/19","OS","MME","B","Ambrosia psilostachya","PD","Dyszoochory",0
"7/21/19","DF","MME","B","Ambrosia psilostachya","PD","Dyszoochory",0
"5/6/19","DF","MME","B","Ambrosia psilostachya","PD","Dyszoochory",0
"5/6/19","GG","CONTROL","A","Ambrosia psilostachya","PD","Dyszoochory",0
"10/21/19","GG","CONTROL","B","Ambrosia psilostachya","PD","Dyszoochory",0
"7/21/19","DF","MME","A","Ambrosia psilostachya","PD","Dyszoochory",0
"6/1/19","GG","CONTROL","A","Ambrosia psilostachya","PD","Dyszoochory",0
"7/21/19","GG","CONTROL","B","Ambrosia psilostachya","PD","Dyszoochory",0
"10/21/19","OS","MME","A","Ambrosia psilostachya","PD","Dyszoochory",0
"6/1/19","DF","CONTROL","A","Ambrosia psilostachya","PD","Dyszoochory",0
"10/21/19","GG","CONTROL","A","Ambrosia psilostachya","PD","Dyszoochory",0
"7/21/19","DF","CONTROL","A","Ambrosia psilostachya","PD","Dyszoochory",0
"6/1/19","OS","MME","A","Ambrosia psilostachya","PD","Dyszoochory",0
"6/1/19","WP","CONTROL","B","Vicia sp.","PY","Endozoochory",0
"7/21/19","DF","MME","A","Vicia sp.","PY","Endozoochory",0
"6/1/19","OS","CONTROL","B","Vicia sp.","PY","Endozoochory",0
"10/21/19","WP","CONTROL","A","Vicia sp.","PY","Endozoochory",0
"10/21/19","WP","CONTROL","B","Vicia sp.","PY","Endozoochory",0
"7/21/19","OS","CONTROL","B","Vicia sp.","PY","Endozoochory",0
"10/21/19","GG","MME","A","Vicia sp.","PY","Endozoochory",0
"10/21/19","DF","MME","B","Vicia sp.","PY","Endozoochory",0
"6/1/19","WP","MME","A","Vicia sp.","PY","Endozoochory",0
"5/6/19","DF","CONTROL","B","Vicia sp.","PY","Endozoochory",0
"10/21/19","DF","MME","A","Vicia sp.","PY","Endozoochory",0
"5/6/19","DF","CONTROL","A","Vicia sp.","PY","Endozoochory",0
"10/21/19","DF","CONTROL","A","Vicia sp.","PY","Endozoochory",0
"7/21/19","WP","MME","A","Vicia sp.","PY","Endozoochory",0
"10/21/19","OS","CONTROL","B","Vicia sp.","PY","Endozoochory",0
"7/21/19","GG","CONTROL","A","Vicia sp.","PY","Endozoochory",0
"5/6/19","WP","MME","B","Vicia sp.","PY","Endozoochory",0
"7/21/19","OS","MME","B","Vicia sp.","PY","Endozoochory",0
"5/6/19","WP","MME","A","Vicia sp.","PY","Endozoochory",0
"10/21/19","GG","CONTROL","B","Vicia sp.","PY","Endozoochory",0
"10/21/19","GG","CONTROL","A","Vicia sp.","PY","Endozoochory",0
"7/21/19","OS","CONTROL","A","Vicia sp.","PY","Endozoochory",0
"5/6/19","OS","MME","A","Vicia sp.","PY","Endozoochory",0
"7/21/19","GG","MME","B","Vicia sp.","PY","Endozoochory",0
"10/21/19","GG","MME","B","Vicia sp.","PY","Endozoochory",0
"7/21/19","DF","CONTROL","B","Vicia sp.","PY","Endozoochory",0
"10/21/19","DF","CONTROL","B","Vicia sp.","PY","Endozoochory",0
"7/21/19","DF","CONTROL","A","Vicia sp.","PY","Endozoochory",0
"6/1/19","DF","CONTROL","B","Vicia sp.","PY","Endozoochory",0
"10/21/19","OS","MME","B","Vicia sp.","PY","Endozoochory",0
"6/1/19","GG","CONTROL","A","Vicia sp.","PY","Endozoochory",0
"5/6/19","GG","CONTROL","A","Vicia sp.","PY","Endozoochory",0
"7/21/19","GG","MME","A","Vicia sp.","PY","Endozoochory",0
"7/21/19","DF","MME","B","Vicia sp.","PY","Endozoochory",0
"5/6/19","GG","CONTROL","B","Vicia sp.","PY","Endozoochory",0
"5/6/19","WP","CONTROL","A","Vicia sp.","PY","Endozoochory",0
"5/6/19","GG","MME","B","Vicia sp.","PY","Endozoochory",0
"7/21/19","WP","MME","B","Vicia sp.","PY","Endozoochory",0
"10/21/19","OS","MME","A","Vicia sp.","PY","Endozoochory",0
"6/1/19","WP","CONTROL","A","Vicia sp.","PY","Endozoochory",0
"7/21/19","OS","MME","A","Vicia sp.","PY","Endozoochory",0
"6/1/19","OS","MME","A","Vicia sp.","PY","Endozoochory",0
"5/6/19","OS","CONTROL","A","Vicia sp.","PY","Endozoochory",0
"5/6/19","WP","CONTROL","B","Vicia sp.","PY","Endozoochory",0
"10/21/19","WP","MME","A","Vicia sp.","PY","Endozoochory",0
"6/1/19","OS","MME","B","Vicia sp.","PY","Endozoochory",0
"7/21/19","WP","CONTROL","A","Vicia sp.","PY","Endozoochory",0
"5/6/19","GG","MME","A","Vicia sp.","PY","Endozoochory",0
"10/21/19","OS","CONTROL","A","Vicia sp.","PY","Endozoochory",0
"6/1/19","DF","CONTROL","A","Vicia sp.","PY","Endozoochory",0
"5/6/19","OS","MME","B","Vicia sp.","PY","Endozoochory",0
"6/1/19","WP","MME","B","Vicia sp.","PY","Endozoochory",0
"6/1/19","DF","MME","A","Vicia sp.","PY","Endozoochory",0
"5/6/19","OS","CONTROL","B","Vicia sp.","PY","Endozoochory",0
"6/1/19","GG","MME","B","Vicia sp.","PY","Endozoochory",0
"10/21/19","WP","MME","B","Vicia sp.","PY","Endozoochory",0
"6/1/19","OS","CONTROL","A","Vicia sp.","PY","Endozoochory",0
"5/6/19","DF","MME","A","Vicia sp.","PY","Endozoochory",0
"6/1/19","DF","MME","B","Vicia sp.","PY","Endozoochory",1
"5/6/19","DF","MME","B","Vicia sp.","PY","Endozoochory",0
"6/1/19","GG","MME","A","Vicia sp.","PY","Endozoochory",1
"6/1/19","GG","CONTROL","B","Vicia sp.","PY","Endozoochory",0
"7/21/19","GG","CONTROL","B","Vicia sp.","PY","Endozoochory",0
"7/21/19","WP","CONTROL","B","Vicia sp.","PY","Endozoochory",0
"10/21/19","GG","CONTROL","A","Croton sp.",NA,"Myrmecochory",0
"7/21/19","GG","CONTROL","B","Croton sp.",NA,"Myrmecochory",0
"10/21/19","DF","CONTROL","B","Croton sp.",NA,"Myrmecochory",2
"7/21/19","GG","CONTROL","A","Croton sp.",NA,"Myrmecochory",1
"6/1/19","DF","MME","A","Croton sp.",NA,"Myrmecochory",0
"7/21/19","WP","MME","B","Croton sp.",NA,"Myrmecochory",8
"6/1/19","WP","CONTROL","A","Croton sp.",NA,"Myrmecochory",0
"5/6/19","DF","MME","B","Croton sp.",NA,"Myrmecochory",0
"10/21/19","WP","MME","A","Croton sp.",NA,"Myrmecochory",8
"10/21/19","WP","CONTROL","A","Croton sp.",NA,"Myrmecochory",9
"10/21/19","GG","CONTROL","B","Croton sp.",NA,"Myrmecochory",0
"6/1/19","OS","CONTROL","B","Croton sp.",NA,"Myrmecochory",0
"7/21/19","DF","CONTROL","A","Croton sp.",NA,"Myrmecochory",15
"7/21/19","WP","MME","A","Croton sp.",NA,"Myrmecochory",7
"10/21/19","WP","MME","B","Croton sp.",NA,"Myrmecochory",2
"6/1/19","DF","CONTROL","B","Croton sp.",NA,"Myrmecochory",0
"10/21/19","OS","CONTROL","B","Croton sp.",NA,"Myrmecochory",11
"5/6/19","OS","CONTROL","B","Croton sp.",NA,"Myrmecochory",0
"6/1/19","OS","MME","A","Croton sp.",NA,"Myrmecochory",0
"7/21/19","WP","CONTROL","A","Croton sp.",NA,"Myrmecochory",1
"10/21/19","DF","MME","B","Croton sp.",NA,"Myrmecochory",0
"10/21/19","GG","MME","A","Croton sp.",NA,"Myrmecochory",0
"6/1/19","OS","MME","B","Croton sp.",NA,"Myrmecochory",0
"6/1/19","WP","CONTROL","B","Croton sp.",NA,"Myrmecochory",0
"7/21/19","WP","CONTROL","B","Croton sp.",NA,"Myrmecochory",0
"7/21/19","OS","CONTROL","A","Croton sp.",NA,"Myrmecochory",0
"10/21/19","GG","MME","B","Croton sp.",NA,"Myrmecochory",0
"6/1/19","DF","CONTROL","A","Croton sp.",NA,"Myrmecochory",0
"6/1/19","WP","MME","B","Croton sp.",NA,"Myrmecochory",0
"5/6/19","WP","MME","B","Croton sp.",NA,"Myrmecochory",0
"5/6/19","DF","CONTROL","A","Croton sp.",NA,"Myrmecochory",0
"7/21/19","OS","CONTROL","B","Croton sp.",NA,"Myrmecochory",0
"6/1/19","WP","MME","A","Croton sp.",NA,"Myrmecochory",0
"7/21/19","DF","CONTROL","B","Croton sp.",NA,"Myrmecochory",9
"7/21/19","DF","MME","B","Croton sp.",NA,"Myrmecochory",0
"7/21/19","GG","MME","A","Croton sp.",NA,"Myrmecochory",6
"6/1/19","GG","CONTROL","B","Croton sp.",NA,"Myrmecochory",0
"10/21/19","WP","CONTROL","B","Croton sp.",NA,"Myrmecochory",0
"10/21/19","DF","CONTROL","A","Croton sp.",NA,"Myrmecochory",2
"10/21/19","OS","CONTROL","A","Croton sp.",NA,"Myrmecochory",12
"7/21/19","OS","MME","A","Croton sp.",NA,"Myrmecochory",0
"5/6/19","OS","MME","A","Croton sp.",NA,"Myrmecochory",0
"10/21/19","OS","MME","A","Croton sp.",NA,"Myrmecochory",7
"5/6/19","GG","MME","B","Croton sp.",NA,"Myrmecochory",0
"6/1/19","GG","CONTROL","A","Croton sp.",NA,"Myrmecochory",0
"5/6/19","WP","CONTROL","B","Croton sp.",NA,"Myrmecochory",0
"6/1/19","DF","MME","B","Croton sp.",NA,"Myrmecochory",0
"5/6/19","DF","CONTROL","B","Croton sp.",NA,"Myrmecochory",0
"5/6/19","GG","CONTROL","A","Croton sp.",NA,"Myrmecochory",0
"5/6/19","WP","CONTROL","A","Croton sp.",NA,"Myrmecochory",0
"6/1/19","OS","CONTROL","A","Croton sp.",NA,"Myrmecochory",0
"6/1/19","GG","MME","A","Croton sp.",NA,"Myrmecochory",0
"7/21/19","DF","MME","A","Croton sp.",NA,"Myrmecochory",3
"6/1/19","GG","MME","B","Croton sp.",NA,"Myrmecochory",0
"5/6/19","WP","MME","A","Croton sp.",NA,"Myrmecochory",0
"5/6/19","OS","CONTROL","A","Croton sp.",NA,"Myrmecochory",0
"7/21/19","OS","MME","B","Croton sp.",NA,"Myrmecochory",0
"7/21/19","GG","MME","B","Croton sp.",NA,"Myrmecochory",6
"5/6/19","GG","CONTROL","B","Croton sp.",NA,"Myrmecochory",0
"10/21/19","DF","MME","A","Croton sp.",NA,"Myrmecochory",0
"5/6/19","OS","MME","B","Croton sp.",NA,"Myrmecochory",0
"5/6/19","DF","MME","A","Croton sp.",NA,"Myrmecochory",0
"10/21/19","OS","MME","B","Croton sp.",NA,"Myrmecochory",8
"5/6/19","GG","MME","A","Croton sp.",NA,"Myrmecochory",0
"6/1/19","OS","CONTROL","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"7/21/19","GG","CONTROL","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"6/1/19","WP","MME","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"5/6/19","WP","MME","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"7/21/19","OS","CONTROL","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"5/6/19","GG","CONTROL","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"10/21/19","OS","CONTROL","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"10/21/19","GG","MME","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"7/21/19","WP","CONTROL","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"5/6/19","DF","MME","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"5/6/19","OS","CONTROL","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"10/21/19","DF","CONTROL","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"5/6/19","DF","MME","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"7/21/19","OS","MME","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"10/21/19","WP","MME","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"6/1/19","OS","MME","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"7/21/19","DF","CONTROL","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"5/6/19","OS","MME","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"10/21/19","OS","CONTROL","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"10/21/19","OS","MME","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"5/6/19","GG","MME","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"10/21/19","DF","MME","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"6/1/19","DF","MME","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"5/6/19","DF","CONTROL","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"10/21/19","OS","MME","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"6/1/19","OS","MME","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"6/1/19","GG","CONTROL","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"7/21/19","GG","MME","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"6/1/19","GG","MME","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"7/21/19","GG","CONTROL","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"6/1/19","WP","CONTROL","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"6/1/19","OS","CONTROL","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"7/21/19","OS","MME","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"10/21/19","WP","MME","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"6/1/19","GG","MME","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"6/1/19","DF","CONTROL","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"7/21/19","OS","CONTROL","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",4
"7/21/19","WP","MME","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",3
"6/1/19","WP","CONTROL","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"10/21/19","DF","MME","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"7/21/19","WP","CONTROL","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"6/1/19","DF","MME","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"7/21/19","GG","MME","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"6/1/19","DF","CONTROL","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"5/6/19","GG","CONTROL","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"6/1/19","WP","MME","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"10/21/19","GG","MME","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"5/6/19","OS","MME","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"7/21/19","DF","CONTROL","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"5/6/19","WP","MME","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"6/1/19","GG","CONTROL","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"7/21/19","DF","MME","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"5/6/19","OS","CONTROL","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"5/6/19","WP","CONTROL","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"5/6/19","WP","CONTROL","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"7/21/19","WP","MME","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"10/21/19","WP","CONTROL","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"5/6/19","DF","CONTROL","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"10/21/19","GG","CONTROL","B","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"10/21/19","DF","CONTROL","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"7/21/19","DF","MME","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",3
"10/21/19","GG","CONTROL","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"10/21/19","WP","CONTROL","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"5/6/19","GG","MME","A","Aristida purpurea_Aristida purpurascens",NA,"Anemochory",0
"7/21/19","OS","MME","A","Gaura sp.","PD","Dyszoochory",0
"7/21/19","DF","CONTROL","B","Gaura sp.","PD","Dyszoochory",0
"10/21/19","WP","MME","A","Gaura sp.","PD","Dyszoochory",0
"7/21/19","GG","MME","A","Gaura sp.","PD","Dyszoochory",0
"7/21/19","DF","MME","B","Gaura sp.","PD","Dyszoochory",0
"10/21/19","GG","MME","A","Gaura sp.","PD","Dyszoochory",0
"6/1/19","DF","CONTROL","B","Gaura sp.","PD","Dyszoochory",0
"5/6/19","WP","MME","B","Gaura sp.","PD","Dyszoochory",0
"5/6/19","DF","MME","B","Gaura sp.","PD","Dyszoochory",0
"7/21/19","DF","MME","A","Gaura sp.","PD","Dyszoochory",0
"6/1/19","GG","MME","B","Gaura sp.","PD","Dyszoochory",0
"5/6/19","GG","CONTROL","A","Gaura sp.","PD","Dyszoochory",0
"5/6/19","OS","CONTROL","B","Gaura sp.","PD","Dyszoochory",0
"7/21/19","OS","CONTROL","B","Gaura sp.","PD","Dyszoochory",0
"10/21/19","GG","MME","B","Gaura sp.","PD","Dyszoochory",0
"5/6/19","DF","CONTROL","A","Gaura sp.","PD","Dyszoochory",0
"10/21/19","DF","MME","B","Gaura sp.","PD","Dyszoochory",0
"6/1/19","OS","MME","B","Gaura sp.","PD","Dyszoochory",0
"5/6/19","WP","MME","A","Gaura sp.","PD","Dyszoochory",0
"10/21/19","OS","MME","B","Gaura sp.","PD","Dyszoochory",0
"5/6/19","GG","CONTROL","B","Gaura sp.","PD","Dyszoochory",0
"7/21/19","OS","CONTROL","A","Gaura sp.","PD","Dyszoochory",5
"5/6/19","GG","MME","B","Gaura sp.","PD","Dyszoochory",0
"10/21/19","WP","MME","B","Gaura sp.","PD","Dyszoochory",0
"5/6/19","OS","MME","B","Gaura sp.","PD","Dyszoochory",0
"6/1/19","OS","MME","A","Gaura sp.","PD","Dyszoochory",0
"10/21/19","OS","CONTROL","B","Gaura sp.","PD","Dyszoochory",0
"10/21/19","WP","CONTROL","A","Gaura sp.","PD","Dyszoochory",0
"5/6/19","OS","CONTROL","A","Gaura sp.","PD","Dyszoochory",0
"10/21/19","GG","CONTROL","A","Gaura sp.","PD","Dyszoochory",0
"7/21/19","OS","MME","B","Gaura sp.","PD","Dyszoochory",1
"6/1/19","WP","CONTROL","A","Gaura sp.","PD","Dyszoochory",0
"7/21/19","DF","CONTROL","A","Gaura sp.","PD","Dyszoochory",0
"10/21/19","WP","CONTROL","B","Gaura sp.","PD","Dyszoochory",0
"7/21/19","WP","MME","A","Gaura sp.","PD","Dyszoochory",0
"5/6/19","OS","MME","A","Gaura sp.","PD","Dyszoochory",0
"7/21/19","WP","MME","B","Gaura sp.","PD","Dyszoochory",0
"6/1/19","GG","CONTROL","B","Gaura sp.","PD","Dyszoochory",0
"6/1/19","WP","MME","B","Gaura sp.","PD","Dyszoochory",0
"6/1/19","DF","MME","A","Gaura sp.","PD","Dyszoochory",0
"7/21/19","GG","CONTROL","A","Gaura sp.","PD","Dyszoochory",0
"6/1/19","OS","CONTROL","B","Gaura sp.","PD","Dyszoochory",0
"5/6/19","DF","CONTROL","B","Gaura sp.","PD","Dyszoochory",0
"6/1/19","GG","CONTROL","A","Gaura sp.","PD","Dyszoochory",0
"10/21/19","DF","CONTROL","A","Gaura sp.","PD","Dyszoochory",0
"6/1/19","DF","MME","B","Gaura sp.","PD","Dyszoochory",0
"7/21/19","GG","CONTROL","B","Gaura sp.","PD","Dyszoochory",0
"7/21/19","WP","CONTROL","B","Gaura sp.","PD","Dyszoochory",0
"10/21/19","DF","MME","A","Gaura sp.","PD","Dyszoochory",0
"6/1/19","OS","CONTROL","A","Gaura sp.","PD","Dyszoochory",1
"6/1/19","WP","CONTROL","B","Gaura sp.","PD","Dyszoochory",0
"7/21/19","GG","MME","B","Gaura sp.","PD","Dyszoochory",0
"5/6/19","WP","CONTROL","B","Gaura sp.","PD","Dyszoochory",0
"10/21/19","OS","MME","A","Gaura sp.","PD","Dyszoochory",0
"10/21/19","DF","CONTROL","B","Gaura sp.","PD","Dyszoochory",0
"7/21/19","WP","CONTROL","A","Gaura sp.","PD","Dyszoochory",0
"6/1/19","WP","MME","A","Gaura sp.","PD","Dyszoochory",0
"10/21/19","GG","CONTROL","B","Gaura sp.","PD","Dyszoochory",0
"10/21/19","OS","CONTROL","A","Gaura sp.","PD","Dyszoochory",0
"5/6/19","GG","MME","A","Gaura sp.","PD","Dyszoochory",0
"6/1/19","DF","CONTROL","A","Gaura sp.","PD","Dyszoochory",0
"6/1/19","GG","MME","A","Gaura sp.","PD","Dyszoochory",0
"5/6/19","WP","CONTROL","A","Gaura sp.","PD","Dyszoochory",0
"5/6/19","DF","MME","A","Gaura sp.","PD","Dyszoochory",0
"10/21/19","DF","MME","B","Linum sp.","PD","Endozoochory",0
"7/21/19","DF","CONTROL","A","Linum sp.","PD","Endozoochory",0
"5/6/19","GG","CONTROL","A","Linum sp.","PD","Endozoochory",0
"10/21/19","GG","MME","B","Linum sp.","PD","Endozoochory",0
"10/21/19","WP","CONTROL","A","Linum sp.","PD","Endozoochory",0
"7/21/19","DF","MME","B","Linum sp.","PD","Endozoochory",0
"10/21/19","DF","MME","A","Linum sp.","PD","Endozoochory",0
"10/21/19","OS","MME","A","Linum sp.","PD","Endozoochory",0
"6/1/19","OS","MME","B","Linum sp.","PD","Endozoochory",0
"10/21/19","WP","CONTROL","B","Linum sp.","PD","Endozoochory",0
"6/1/19","WP","CONTROL","A","Linum sp.","PD","Endozoochory",0
"6/1/19","GG","CONTROL","A","Linum sp.","PD","Endozoochory",0
"5/6/19","GG","MME","B","Linum sp.","PD","Endozoochory",0
"7/21/19","WP","CONTROL","B","Linum sp.","PD","Endozoochory",0
"10/21/19","WP","MME","B","Linum sp.","PD","Endozoochory",0
"6/1/19","GG","MME","B","Linum sp.","PD","Endozoochory",0
"6/1/19","OS","MME","A","Linum sp.","PD","Endozoochory",0
"7/21/19","OS","MME","A","Linum sp.","PD","Endozoochory",0
"5/6/19","OS","CONTROL","A","Linum sp.","PD","Endozoochory",0
"7/21/19","DF","CONTROL","B","Linum sp.","PD","Endozoochory",0
"7/21/19","GG","CONTROL","A","Linum sp.","PD","Endozoochory",0
"5/6/19","DF","MME","B","Linum sp.","PD","Endozoochory",0
